name,constit,party1,pw_name,party2,party_change,by_elec,cl_wikidataid,cl_pageid,cl_wikititle,iraq_inv,iraq_inv_source,iraq_inv_link,party3
Richard Shepherd,Aldridge-Brownhills,Con,Richard Shepherd,,0,0,Q392533,450370,Richard_Shepherd,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Richard Spring,West Suffolk,Con,Richard Spring,,0,0,Q2150632,450468,"Richard_Spring,_Baron_Risby",Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Richard Taylor,Wyre Forest,Independent,Richard Taylor,,0,0,Q334322,415681,Richard_Taylor_(British_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Richard Younger-Ross,Teignbridge,LDem,Richard Younger-Ross,,0,0,Q337575,414986,Richard_Younger-Ross,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Rob Marris,Wolverhampton South West,Lab,Rob Marris,,0,0,Q7340341,434908,Rob_Marris,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Robert Jackson,Wantage,Con,Robert Jackson,,1,0,Q7350550,341354,Robert_Jackson_(Wantage_MP),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Robert Key,Salisbury,Con,Robert Key,,0,0,Q5391268,427644,Robert_Key_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Robert Marshall-Andrews,Medway,Lab,Robert Marshall-Andrews,,0,0,Q4933265,415139,Bob_Marshall-Andrews,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Robert Smith,West Aberdeenshire and Kincardine,LDem,Robert Smith,,0,0,Q390317,414940,"Sir_Robert_Smith,_3rd_Baronet",Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Robert Syms,Poole,Con,Robert Syms,,0,0,Q306250,450520,Robert_Syms,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Robert Walter,North Dorset,Con,Robert Walter,,0,0,Q263532,434959,Robert_Walter_(politician),Against Invasion,Robert Walter voted to say the case for military action against Iraq is as yet unproven,https://www.theyworkforyou.com/mp/10620/robert_walter/north_dorset/divisions?policy=1049,Conservative
Robert Wareing,"Liverpool, West Derby",Lab,Robert Wareing,,0,0,Q337943,415095,Bob_Wareing,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Robin Cook,Livingston,Lab,Robin Cook,,0,0,Q311214,186803,Robin_Cook,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Roger Berry,Kingswood,Lab,Roger Berry,,0,0,Q5574271,414654,Roger_Berry,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Roger Casale,Wimbledon,Lab,Mr Roger Casale,,0,0,Q337958,419381,Roger_Casale,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Roger Gale,North Thanet,Con,Roger Gale,,0,0,Q391094,426644,Roger_Gale,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Roger Godsiff,"Birmingham, Sparkbrook and Small Heath",Lab,Roger Godsiff,,0,0,Q391520,426685,Roger_Godsiff,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Roger Williams,Brecon and Radnorshire,LDem,Roger Williams,,0,0,Q266434,404502,Roger_Williams_(British_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Ronald Campbell,Blyth Valley,Lab,Ronnie Campbell,,0,0,Q269005,419353,Ronnie_Campbell,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Rosemary McKenna,Cumbernauld and Kilsyth,Lab,Rosemary McKenna,,0,0,Q373814,434722,Rosemary_McKenna,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Rosie Winterton,Doncaster Central,Lab,Rosie Winterton,,0,0,Q261773,419124,Rosie_Winterton,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Ross Cranston,Dudley North,Lab,Professor Ross Cranston,,0,0,Q5613021,419511,Ross_Cranston,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Roy Beggs,East Antrim,UUP,Mr Roy Beggs,,0,0,Q5568755,414615,Roy_Beggs,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Rudi Vis,Finchley and Golders Green,Lab,Rudi Vis,,0,0,Q2721877,419530,Rudi_Vis,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Russell Brown,Dumfries,Lab,Russell Brown,,0,0,Q266000,414733,Russell_Brown_(British_politician),Pro Invasion,Russell Brown voted against saying that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10070/russell_brown/dumfries_and_galloway/divisions?policy=1049,Labour
Ruth Kelly,Bolton West,Lab,Ruth Kelly,,0,0,Q272644,427630,Ruth_Kelly,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Sally Keeble,Northampton North,Lab,Sally Keeble,,0,0,Q7405184,427608,Sally_Keeble,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Sandra Gidley,Romsey,LDem,Sandra Gidley,,0,0,Q544101,177187,Sandra_Gidley,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Sandra Osborne,Ayr,Lab,Sandra Osborne,,0,0,Q576175,422817,Sandra_Osborne,Pro Invasion,Sandra Osborne voted against saying the case for military action against Iraq is as yet unproven,https://www.theyworkforyou.com/mp/10467/sandra_osborne/ayr%2C_carrick_and_cumnock/divisions?policy=1049,Labour
Sarah Teather,Brent East,LDem,Sarah Teather,,0,2,Q272500,322202,Sarah_Teather,Against Invasion,Sarah Teather consistently voted for investigations into the Iraq war,https://www.theyworkforyou.com/mp/11350/sarah_teather/brent_central/divisions?policy=975,Other parties
Seamus Mallon,Newry and Armagh,SDLP,Mr Seamus Mallon,,0,0,Q3476695,264833,Seamus_Mallon,Against Invasion,Mr Seamus Mallon voted to say the case for military action against Iraq is as yet unproven,https://www.theyworkforyou.com/mp/10411/seamus_mallon/newry_and_armagh/divisions?policy=1049,Other parties
Shaun Woodward,St Helens South,Lab,Shaun Woodward,,0,0,Q261001,416838,Shaun_Woodward,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Shona McIsaac,Cleethorpes,Lab,Shona McIsaac,,0,0,Q7500345,434720,Shona_McIsaac,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Simon Burns,West Chelmsford,Con,Simon Burns,,0,0,Q269940,414821,Simon_Burns,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Simon Hughes,North Southwark and Bermondsey,LDem,Simon Hughes,,0,0,Q334313,354345,Simon_Hughes,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Simon Thomas,Ceredigion,PC,Mr Simon Thomas,,0,0,Q3405148,417633,Simon_Thomas_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Siobhain McDonagh,Mitcham and Morden,Lab,Siobhain McDonagh,,0,0,Q694759,434707,Siobhain_McDonagh,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Siôn Simon,"Birmingham, Erdington",Lab,Siôn Simon,,0,0,Q7533492,450385,Siôn_Simon,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Stephen Byers,North Tyneside,Lab,Stephen Byers,,0,0,Q332837,228513,Stephen_Byers,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Stephen Dorrell,Charnwood,Con,Stephen Dorrell,,0,0,Q300349,359355,Stephen_Dorrell,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Stephen Hepburn,Jarrow,Lab,Stephen Hepburn,,0,0,Q673854,434636,Stephen_Hepburn,Against Invasion,Stephen Hepburn voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10274/stephen_hepburn/jarrow/divisions?policy=1049,Labour
Stephen Hesford,Wirral West,Lab,Stephen Hesford,,0,0,Q7609475,434641,Stephen_Hesford,Pro Invasion,Stephen Hesford voted against saying the case for military action against Iraq is as yet unproven,https://www.theyworkforyou.com/mp/10277/stephen_hesford/wirral_west/divisions?policy=1049,Labour
Stephen Ladyman,South Thanet,Lab,Stephen Ladyman,,0,0,Q7609739,416919,Stephen_Ladyman,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Stephen O'Brien,Eddisbury,Con,Stephen O'Brien,,0,0,Q576770,422795,Stephen_O'Brien,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Stephen Timms,East Ham,Lab,Stephen Timms,,0,0,Q272346,450273,Stephen_Timms,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Stephen Twigg,"Enfield, Southgate",Lab,Stephen Twigg,,0,0,Q272041,413358,Stephen_Twigg,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Steve McCabe,"Birmingham, Hall Green",Lab,Steve McCabe,,0,0,Q694869,1980076,Steve_McCabe,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Stephen Pound,Ealing North,Lab,Steve Pound,,0,0,Q3412180,421677,Stephen_Pound,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Steve Webb,Northavon,LDem,Steve Webb,,0,0,Q264116,427597,Steve_Webb,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Stuart Bell,Middlesbrough,Lab,Stuart Bell,,0,0,Q261957,172583,Stuart_Bell,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Sue Doughty,Guildford,LDem,Ms Sue Doughty,,0,0,Q7634060,420207,Sue_Doughty,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Syd Rapson,Portsmouth North,Lab,Mr Syd Rapson,,0,0,Q7659720,449370,Syd_Rapson,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Sydney Chapman,Chipping Barnet,Con,Sir Sydney Chapman,,0,0,Q5606816,414922,Sydney_Chapman_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Sylvia Hermon,North Down,UUP,Sylvia Hermon,,0,0,Q676383,417506,Sylvia_Hermon,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Tam Dalyell,Linlithgow,Lab,Mr Tam Dalyell,,0,0,Q333784,77358,Tam_Dalyell,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Teddy Taylor,Rochford and Southend East,Con,Mr Teddy Taylor,,0,0,Q12899736,414488,Teddy_Taylor,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Terry Davis,"Birmingham, Hodge Hill",Lab,Mr Terry Davis,,0,1,Q337401,413951,Terry_Davis_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Terry Lewis,Worsley,Lab,Mr Terry Lewis,,0,0,Q7701942,428638,Terry_Lewis_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Terry Rooney,Bradford North,Lab,Terry Rooney,,0,0,Q6078217,449426,Terry_Rooney,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Tessa Jowell,Dulwich and West Norwood,Lab,Tessa Jowell,,0,0,Q272642,16823723,Tessa_Jowell,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Theresa May,Maidenhead,Con,Theresa May,,0,0,Q264766,351873,Theresa_May,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Thomas McAvoy,Glasgow Rutherglen,Lab,Thomas McAvoy,,0,0,Q2426048,434703,Tommy_McAvoy,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Tim Boswell,Daventry,Con,Tim Boswell,,0,0,Q334491,414678,Tim_Boswell,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Tim Collins,Westmorland and Lonsdale,Con,Mr Tim Collins,,0,0,Q5611004,699497,Tim_Collins_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Tim Loughton,East Worthing and Shoreham,Con,Tim Loughton,,0,0,Q695228,428657,Tim_Loughton,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Tim Yeo,South Suffolk,Con,Tim Yeo,,0,0,Q259961,352623,Tim_Yeo,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Tom Brake,Carshalton and Wallington,LDem,Tom Brake,,0,0,Q264720,414686,Tom_Brake,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Thomas Clarke,Coatbridge and Chryston,Lab,Tom Clarke,,0,0,Q271935,413944,Tom_Clarke_(politician),Against Invasion,Tom Clarke voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10116/tom_clarke/coatbridge%2C_chryston_and_bellshill/divisions?policy=1049,Labour
Tom Cox,Tooting,Lab,Mr Tom Cox,,0,0,Q5612827,5305102,Tom_Cox_(politician),Against Invasion,Mr Tom Cox voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10138/tom_cox/tooting/divisions?policy=1049,Labour
Tom Harris,Glasgow Cathcart,Lab,Tom Harris,,0,0,Q478319,434617,Tom_Harris_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Tom Levitt,High Peak,Lab,Tom Levitt,,0,0,Q7816576,428622,Tom_Levitt,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Tom Watson,West Bromwich East,Lab,Tom Watson,,0,0,Q263802,434967,Tom_Watson_(Labour_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Tony Baldry,Banbury,Con,Tony Baldry,,0,0,Q260324,414434,Tony_Baldry,Against Invasion,Tony Baldry voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/divisions/pw-2003-03-18-117-commons/mp/10023,Conservative
Tony Banks,West Ham,Lab,Mr Tony Banks,,0,0,Q333584,414437,"Tony_Banks,_Baron_Stratford",Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Tony Blair,Sedgefield,Lab,Tony Blair,,0,0,Q9545,3301347,Tony_Blair,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Tony Clarke,Northampton South,Lab,Mr Tony Clarke,,0,0,Q5609565,419405,Tony_Clarke_(British_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Tony Colman,Putney,Lab,Mr Tony Colman,,0,0,Q334293,419457,Tony_Colman_(politician),Pro Invasion,Voted against saying the case for military action against Iraq is as yet unproven,https://www.theyworkforyou.com/mp/10126/tony_colman/putney/divisions?policy=1049,Labour
Tony Cunningham,Workington,Lab,Tony Cunningham,,0,0,Q291717,419523,Tony_Cunningham,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Tony Lloyd,Manchester Central,Lab,Tony Lloyd,,0,0,Q695295,428653,Tony_Lloyd,Against Invasion,Tony Lloyd acted as teller for a vote on Iraq — Declaration of War,https://www.theyworkforyou.com/mp/10367/tony_lloyd/rochdale/divisions?policy=1049,Labour
Tony McNulty,Harrow East,Lab,Tony McNulty,,0,0,Q334350,434730,Tony_McNulty,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Tony McWalter,Hemel Hempstead,Lab,Mr Tony McWalter,,0,0,Q7822951,434731,Tony_McWalter,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Tony Worthington,Clydebank and Milngavie,Lab,Mr Tony Worthington,,0,0,Q6246882,434999,Tony_Worthington,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Tony Wright,Cannock Chase,Lab,Tony Wright,,0,0,Q337582,435001,Tony_Wright_(Cannock_Chase_MP),Against Invasion,Tony Wright generally voted against the Iraq war,https://www.theyworkforyou.com/mp/10656/tony_wright/cannock_chase/divisions?policy=1049,Labour
Valerie Davey,Bristol West,Lab,Mrs Valerie Davey,,0,0,Q4944283,418511,Valerie_Davey,Against Invasion,Mrs Valerie Davey generally voted against the Iraq war,https://www.theyworkforyou.com/mp/10156/valerie_davey/bristol_west/divisions?policy=1049,Labour
Vera Baird,Redcar,Lab,Vera Baird,,0,0,Q337563,414430,Vera_Baird,Pro Invasion,Vera Baird generally voted for the Iraq war,https://www.theyworkforyou.com/mp/10709/vera_baird/redcar/divisions?policy=1049,Labour
Vernon Coaker,Gedling,Lab,Vernon Coaker,,0,0,Q285975,419409,Vernon_Coaker,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Vincent Cable,Twickenham,LDem,Vincent Cable,,0,0,Q244312,414916,Vince_Cable,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Virginia Bottomley,South West Surrey,Con,Mrs Virginia Bottomley,,0,0,Q332696,332073,Virginia_Bottomley,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Wayne David,Caerphilly,Lab,Wayne David,,0,0,Q296716,420169,Wayne_David,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
William Hague,Richmond (Yorks),Con,William Hague,,0,0,Q58282,161041,William_Hague,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Win Griffiths,Bridgend,Lab,Mr Win Griffiths,,0,0,Q8023634,427344,Win_Griffiths,Against Invasion,Voted to say that the case for war against Iraq has not yet been establishedoted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10246/win_griffiths/bridgend/divisions?policy=1049,Labour
Yvette Cooper,Pontefract and Castleford,Lab,Yvette Cooper,,0,0,Q291057,415035,Yvette_Cooper,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
